StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q4_4_TEXT,Q5,Q5_3_TEXT,Q6,Q10,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14,Q15,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,Q17,Q18,Q19,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q21,Q22,Q23,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q25,Q26,Q27,Q28_First Click,Q28_Last Click,Q28_Page Submit,Q28_Click Count,Q29,Q30,Q31,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q33,Q34,Q35,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Q38,Q39,Q40_First Click,Q40_Last Click,Q40_Page Submit,Q40_Click Count,Q41,Q42,Q43,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q45,Q46,Q47,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,Q49,Q50,Q51,Q52_First Click,Q52_Last Click,Q52_Page Submit,Q52_Click Count,Q53,Q54,Q55,Q56_First Click,Q56_Last Click,Q56_Page Submit,Q56_Click Count,Q57,Q58,Q59,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q61,Q62,Q63,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,Q65,Q66,Q67,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,Q69,Q70,Q71,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,Q73,Q74,Q75,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77,Q78,Q79,Q80_First Click,Q80_Last Click,Q80_Page Submit,Q80_Click Count,Q81,Q82,Q83,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,Q85,Q86,Q87,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q89,Q91,Q92,Q92_1_TEXT,Q93,Q94,Q96,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q111
2019-09-24 03:11:05,2019-09-24 03:15:03,IP Address,137.56.67.177,100,238,True,2019-09-24 03:15:04,R_25SMlCVWXumvald,,,,,51.58349609375,5.0995941162109375,anonymous,EN,Yes,GEJABU27,,,,,,,424778,0,0,2.415,0,I did not recognise the person,,10672,0,0,6.796,0,"I recognised the person, but I could not remember their name",,1535704,0,0,7.049,0,"I recognised the person, but I could not remember their name",,215554,0,0,1.946,0,"I recognised the person, but I could not remember their name",,905487,0,0,1.996,0,I did not recognise the person,,383926,0,0,2.697,0,I did not recognise the person,,53029,0,0,3.423,0,I did not recognise the person,,1669496,0,0,1.748,0,I did not recognise the person,,337250,0,0,2.457,0,I did not recognise the person,,202664,3.829,3.829,5.152,1,"I recognised the person, but I could not remember their name",,5570621,0,0,2.525,0,I did not recognise the person,Jessica Biel,676082,1.691,1.691,7.083,1,I got it right,,80903,0,0,2.785,0,"I recognised the person, but I could not remember their name",,711747,2.013,9.46,12.37,2,"I recognised the person, but I could not remember their name",,7335197,0,0,1.703,0,I did not recognise the person,Christian Bale,331124,2.123,2.123,6.417,1,I got it right,,164120,2.244,2.244,5.399,1,"I recognised the person, but I could not remember their name",,262482,0,0,3.802,0,I did not recognise the person,,142241,0,0,2.603,0,I did not recognise the person,Miley Cyrus,8135890,1.431,1.431,5.262,1,I got it right,Doctoral or Professional degree,,,Humanities,,,,,IM_b91AVV97H2Pr9m5,Quite good,Adequate,Adequate,6-7.5 hours,,<1 glasses,,Yes,Yes,Sometimes the picture only has half a face or a face with hoody + sunglasses
2019-09-24 07:08:00,2019-09-24 07:18:08,IP Address,84.24.177.119,100,608,True,2019-09-24 07:18:08,R_3pcpM502JJTUW6f,,,,,51.6873016357421875,5.05810546875,anonymous,EN,No,,,,Male,,Yes,"Lionel Messi ",2150841,1.451,1.451,7.386,1,I got it right,"Zinadine zidan ",77880,1.299,1.299,15.099,1,I got it right,Daniel Ratcliffe,153295,1.708,1.708,9.879,1,I got it right,?,314563,2.256,2.256,4.844,1,"I recognised the person, but I could not remember their name",?,337629,1.547,1.547,4.457,1,I did not recognise the person,Miley cyrus,6844407,1.815,1.815,7.795,1,"I recognised the person, but I could not remember their name",?,2796527,1.262,1.262,3.56,1,I did not recognise the person,"Pamela Anderson ",23035,1.288,1.288,7.923,1,I got it right,?,936829,2.578,2.578,4.795,1,I did not recognise the person,?,4643464,1.32,1.32,3.687,1,I did not recognise the person,?,248095,2.557,2.557,4.378,1,"I recognised the person, but I could not remember their name",?,763024,3.057,3.057,6.102,1,I did not recognise the person,Maradonna,8485,1.548,1.548,7.445,1,I got it right,?,62682,1.401,1.401,3.52,1,I did not recognise the person,"Robert Patterson ",24041298,1.833,1.833,8.518,1,I got it right,?,303225,2.665,2.665,4.979,1,I did not recognise the person,?,19381538,1.537,1.537,3.366,1,I did not recognise the person,Stephen Fry,63401,1.201,1.201,6.016,1,I got it right,Stevie wonder ?,168540,1.48,1.48,11.533,1,I did not recognise the person,?,419248,1.649,1.649,3.628,1,I did not recognise the person,Doctoral or Professional degree,,,Science and Technology,,BRTD12,,,IM_b91AVV97H2Pr9m5,Adequate,Quite good,Quite poor,6-7.5 hours,,<1 glasses,,No,,
2019-09-28 04:00:20,2019-09-28 04:08:26,IP Address,137.56.39.50,100,485,True,2019-09-28 04:08:26,R_eyzQmXAsvGW9Dc5,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,,,Female,,No,Jolie,5792809,3.31,15.881,16.3,6,"I got it wrong, but the correct name was “on the tip of my tongue”",Brooke shields,18984642,4.342,10.338,17.242,2,I got it right,,273484,0,0,11.053,0,I did not recognise the person,,32472,0,0,2.858,0,I did not recognise the person,,6944155,0,0,19.613,0,"I recognised the person, but I could not remember their name",,7079612,0,0,8.006,0,I did not recognise the person,,68131,6.238,14.302,14.809,2,"I recognised the person, but I could not remember their name",,219361,0,0,3.249,0,I did not recognise the person,,530567,0,0,5.701,0,I did not recognise the person,,14328,0,0,10.849,0,I did not recognise the person,,144171,0,0,6.901,0,"I recognised the person, but I could not remember their name",Jean Penn,113746,12.431,17.241,17.844,2,I got it right,,3793726,0,0,6.554,0,I did not recognise the person,,3773365,0,0,4.661,0,I did not recognise the person,,172313,0,0,7.607,0,I did not recognise the person,,26182584,0,0,7.284,0,I did not recognise the person,Patrick swayzy,493900,7.686,27.947,28.463,2,I got it right,,1653786,0,0,4.273,0,I did not recognise the person,,179331,0,0,6.828,0,"I recognised the person, but I could not remember their name",,5570621,0,0,10.956,0,I did not recognise the person,Master's degree,,,Business and Law,,,,,IM_b91AVV97H2Pr9m5,Good,Good,Good,6-7.5 hours,,<1 glasses,,No,,
2019-09-28 05:02:57,2019-09-28 05:22:47,IP Address,137.56.39.50,100,1190,True,2019-09-28 05:22:48,R_1HcosDFOH3xc9m1,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,,,Male,,No,Andy warhol,864,3.239,3.239,12.385,1,I got it right,,346200,4.411,4.411,6.27,1,I did not recognise the person,Emily,149243,8.387,8.387,13.348,1,"I got it wrong, but the correct name was “on the tip of my tongue”",,7698038,0,0,3.44,0,I did not recognise the person,,599745,0,0,3.69,0,I did not recognise the person,Frank sinatra,45380,7.874,7.874,15.178,1,"I recognised the person, but I could not remember their name",,79156,0,0,3.946,0,I did not recognise the person,,353535,0,0,12.225,0,I did not recognise the person,,27717,0,0,3.74,0,I did not recognise the person,,56439,0,0,11.089,0,I did not recognise the person,Paulus,23805,6.404,6.404,19.094,1,"I got it wrong, but the correct name was “on the tip of my tongue”",Belmondo,23725,3.921,3.921,10.173,1,"I recognised the person, but I could not remember their name",,623737,6.877,17.611,18.53,10,I did not recognise the person,,19376148,0,0,13.383,0,"I recognised the person, but I could not remember their name",,171268,0,0,2.261,0,I did not recognise the person,,223253,0,0,3.152,0,I did not recognise the person,,44059,0,0,6.409,0,I did not recognise the person,,212860,0,0,3.075,0,I did not recognise the person,,8099,0,0,27.114,0,I did not recognise the person,Brigitte bardot,3845,4.405,16.319,17.064,2,I got it right,Master's degree,,,Other,,Jaanbe05,,,IM_6ro6G3R8qpOI1b7,Quite good,Quite good,Quite good,6-7.5 hours,,<1 glasses,,No,,
2019-09-28 05:29:36,2019-09-28 05:38:34,IP Address,137.56.39.50,100,538,True,2019-09-28 05:38:34,R_2D6mB3T42DiNP7C,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,,,Female,,No,Queen Elizabeth,12153654,1.281,1.281,11.991,1,I got it right,Lionel messi,2150841,1.336,1.336,11.4,1,I got it right,Kim kardasian,19394613,2.351,2.351,13.677,1,I got it right,Ozzy osborne,85406,10.658,19.64,20.001,3,I got it right,Eva herzovina,159547,2.843,2.843,13.001,1,I did not recognise the person,.,2146365,5.376,5.376,8.517,1,I did not recognise the person,Guy Ritchie,91084,2.839,10.027,10.089,2,I got it right,Xxx,675561,3.282,5.471,5.531,2,I did not recognise the person,Xx,15622,5.728,21.629,23.001,4,I did not recognise the person,??,11061022,8.168,13.101,14.981,2,I did not recognise the person,Xxx,146638,5.558,5.558,7.77,1,I did not recognise the person,Elton john,78262,1.289,7.304,9.356,2,I got it right,??,6064346,2.595,2.595,8.759,1,I did not recognise the person,Robin van persie,22048328,1.962,8.84,8.9,2,I got it right,"Dianne.  ",22378444,1.571,1.571,12.89,1,"I recognised the person, but I could not remember their name",..,73631,3.283,3.283,6.292,1,I did not recognise the person,..,7176557,4.839,4.839,8.829,1,I did not recognise the person,Pele,528673,3.138,3.138,6.501,1,I did not recognise the person,Barack obama,534366,1.155,8.693,11.481,2,I got it right,...,224484,5.883,5.883,8.9,1,I did not recognise the person,Master's degree,,,Other,,Jarera25,,,IM_6ro6G3R8qpOI1b7,Good,Good,Quite good,6-7.5 hours,,<1 glasses,,No,,
2019-10-02 06:01:55,2019-10-02 06:03:21,IP Address,143.179.6.142,6,86,False,2019-10-02 10:03:30,R_2aJq1DJYEsNOv2C,,,,,,,anonymous,EN,No,,,,Female,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-03 05:29:07,2019-10-03 05:36:55,IP Address,81.83.136.174,100,467,True,2019-10-03 05:36:55,R_YQdc9bp1yvNCzQZ,,,,,51.3224945068359375,4.9447021484375,anonymous,EN,No,,,,Female,,No,Obama,534366,3.135,3.135,6.801,1,I got it right,,182997,0,0,5.052,0,I did not recognise the person,,16477368,0,0,8.037,0,I did not recognise the person,Ronaldo,623737,3.216,3.216,8.171,1,I got it right,,707815,0,0,8.002,0,I did not recognise the person,,420438,0,0,10.094,0,I did not recognise the person,,159547,0,0,8.719,0,I did not recognise the person,Koning van Spanje,104743,2.31,2.31,15.599,1,"I recognised the person, but I could not remember their name",Mick Jagger,57187,1.452,1.452,7.318,1,I got it right,,446099,0,0,4.654,0,I did not recognise the person,Nadal,262376,4.548,4.548,7.137,1,"I got it wrong, but the correct name was “on the tip of my tongue”",,1353497,0,0,7.589,0,I did not recognise the person,,240390,0,0,8.361,0,I did not recognise the person,,26182584,0,0,5.853,0,I did not recognise the person,,3270177,0,0,5.101,0,I did not recognise the person,Chuck Berrt,4408,7.142,7.142,10.415,1,"I recognised the person, but I could not remember their name",,22112821,0,0,4.977,0,I did not recognise the person,,352699,0,0,7.911,0,I did not recognise the person,,19672919,0,0,5.884,0,"I recognised the person, but I could not remember their name",,3591242,0,0,5.301,0,I did not recognise the person,Doctoral or Professional degree,,,Humanities,,JaJaKa20,,,IM_6ro6G3R8qpOI1b7,Good,Good,Quite good,6-7.5 hours,,<1 glasses,,Yes,No,
2019-10-03 02:05:28,2019-10-03 03:25:49,IP Address,80.114.127.88,15,4820,False,2019-10-03 07:25:59,R_0dKbSFyk8JqjdEl,,,,,,,anonymous,EN,No,,,,Female,,No,Morgan Freeman,20584,1.199,1.199,12.195,1,I got it right,Jake Gyllenhaal,508396,1.244,13.26,28.273,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-04 07:48:57,2019-10-04 08:42:19,IP Address,137.56.58.127,100,3202,True,2019-10-04 08:42:20,R_2WONSjJudBYNPLV,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,,,Male,,Yes,Michael Jordan,20455,2.743,2.743,13.492,1,I got it right,dev Patel,9615288,14.757,14.757,22.775,1,I got it right,don't know,342753,2.017,2.017,5.085,1,I did not recognise the person,dont know,166911,1.87,1.87,5.45,1,I did not recognise the person,obama,534366,1.397,1.397,4.664,1,I got it right,Jennifer,16894,4.981,4.981,8.66,1,"I got it wrong, but the correct name was “on the tip of my tongue”",John cena,345802,2.44,25.8,28.761,2,I got it right,gadaffi,53029,2.022,2.022,8.403,1,I got it right,,460207,3.631,3.631,4.678,1,"I recognised the person, but I could not remember their name",jazzy z,162870,1.579,4.978,5.513,2,I got it right,"marie ",19499,2.188,2.188,7.734,1,I got it right,,753300,0,0,3.741,0,"I recognised the person, but I could not remember their name",,16228,0,0,2.776,0,I did not recognise the person,,210318,0,0,2.308,0,I did not recognise the person,Steve jobs,7412236,1.615,1.615,4.957,1,I got it right,gisele,926934,2.422,2.422,5.713,1,I got it right,,343134,0,0,2.533,0,I did not recognise the person,Rupert,26091,2.09,2.09,6.861,1,I got it right,Natalia portman,38459,1.94,1.94,9.652,1,I got it right,MJ,14995351,1.797,1.797,3.996,1,I got it right,Master's degree,,,Science and Technology,,ARSAKO08,,,Prefer not to say,Quite poor,Adequate,Quite good,4-5.5 hours,,<1 glasses,,No,,
2019-10-07 02:45:23,2019-10-07 02:52:36,IP Address,145.107.50.34,100,432,True,2019-10-07 02:52:36,R_2CWBRsByZTRJzWt,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,,,Male,,No,shakira,6479315,2.144,2.144,6.148,1,I got it right,macaulay culkin,212860,1.738,1.738,6.881,1,I got it right,,1181010,1.55,1.55,2.349,1,I did not recognise the person,,154247,0,0,5.218,0,I did not recognise the person,barack obama,534366,1.32,1.32,3.801,1,I got it right,,19661665,0,0,2.576,0,I did not recognise the person,george bush,11955,1.286,1.286,3.808,1,I got it right,,2323727,0,0,4.844,0,I did not recognise the person,,173691,0,0,2.455,0,I did not recognise the person,,547384,0,0,4.418,0,"I got it wrong, but the correct name was “on the tip of my tongue”",,143983,0,0,3.108,0,I did not recognise the person,freddie mercury,42068,1.765,1.765,5.842,1,I got it right,,538605,0,0,2.196,0,I did not recognise the person,,222417,0,0,2.368,0,I did not recognise the person,,2130104,2.066,2.066,5.531,1,"I got it wrong, but the correct name was “on the tip of my tongue”",,495350,0,0,2.675,0,I did not recognise the person,,2825163,0,0,2.968,0,I did not recognise the person,,74326,0,0,2.558,0,I did not recognise the person,oj simpson,18969800,8.882,8.882,13.455,1,I did not recognise the person,,18980847,0,0,3.996,0,I did not recognise the person,Doctoral or Professional degree,,,Science and Technology,,WaInUt18,,,IM_6ro6G3R8qpOI1b7,Quite good,Quite good,Quite good,6-7.5 hours,,1-2.5 glasses,,No,,
2019-10-07 02:57:46,2019-10-07 05:19:45,IP Address,145.107.50.34,65,8519,False,2019-10-07 09:20:09,R_2s6GwaV05TC1mXD,,,,,,,anonymous,EN,Yes,WaInUt18,,,,,,,534366,2.882,2.882,155.483,1,I got it right,,8394247,0,0,1.217,0,I did not recognise the person,,8979822,0,0,2.009,0,"I got it wrong, but the correct name was “on the tip of my tongue”",,557007,0,0,1.852,0,I got it right,,66164,0,0,0.971,0,I got it right,,2130104,0,0,1.066,0,I got it right,,876916,0,0,1.409,0,I did not recognise the person,,406617,0,0,126.796,0,I did not recognise the person,,19257393,0,0,1.509,0,"I got it wrong, but the correct name was “on the tip of my tongue”",,936829,0,0,4.169,0,"I got it wrong, but the correct name was “on the tip of my tongue”",,104743,0,0,2.633,0,I did not recognise the person,,54539,0,0,2,0,"I got it wrong, but the correct name was “on the tip of my tongue”",,23680998,0,0,1.978,0,I got it right,,3538069,0,0,15.034,0,I did not recognise the person,,623737,1.316,1.316,5.373,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-08 01:02:17,2019-10-08 11:22:19,IP Address,137.56.15.131,100,37201,True,2019-10-08 11:22:19,R_3QRc21KShTHK0JR,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,,,Female,,Yes,Eminem,4429395,1.38,1.38,4.279,1,I got it right,Michael jackson,14995351,0.973,10.157,14.177,3,I got it right,Will I Am,1982061,1.676,1.676,6.152,1,I got it right,Katherine Heigl,20913924,1.041,1.041,11.601,1,I got it right,Miley Cyrus,8135890,0.923,0.923,4.374,1,I got it right,Keanu Reeves,16603,0.856,0.856,5.675,1,I got it right,,468318,1.336,4.049,7.812,2,I got it right,Justin Bieber,23680998,0.197,0.197,7.32,1,I got it right,Jennifer Lawrence,12684530,1.408,1.408,26.901,1,I got it right,Whoopi Goldberg,54985,1.026,1.241,36.739,2,I got it right,,335195,0,0,3.082,0,I did not recognise the person,Britney Spears,3382,1.092,1.092,5.815,1,I got it right,Muhammad Ali,63747,1.283,1.283,9.399,1,I got it right,,1172503,2.027,2.027,3.262,1,I did not recognise the person,,690389,1.751,1.751,17.387,1,"I recognised the person, but I could not remember their name",,20796,0,0,2.313,0,I did not recognise the person,,741705,0,0,1.758,0,I did not recognise the person,Michael Douglas,78781,1.084,1.084,6.673,1,I got it right,Taylor Lautner,13199916,1.163,1.163,5.315,1,I got it right,,625371,0,0,1.117,0,I did not recognise the person,Associate's and/or Bachelor's degree,,,Humanities,,MIDADR18,,,IM_6ro6G3R8qpOI1b7,Quite good,Quite good,Quite poor,4-5.5 hours,,<1 glasses,,Yes,Yes,
2019-10-09 06:58:52,2019-10-09 07:12:55,IP Address,87.214.246.139,100,842,True,2019-10-09 07:12:55,R_3FW3jEweShfMXrP,,,,,51.9434967041015625,5.89349365234375,anonymous,EN,Yes,WaInUt18,,,,,,,144936,0,0,3.279,0,I got it right,,9288,0,0,1.923,0,I got it right,,27611,0,0,5.651,0,"I got it wrong, but the correct name was “on the tip of my tongue”",,231156,0,0,4.82,0,"I got it wrong, but the correct name was “on the tip of my tongue”",,4601,0,0,2.091,0,I got it right,,899033,0,0,2.356,0,I did not recognise the person,,8135890,0,0,1.516,0,I did not recognise the person,,32817,0,0,1.797,0,I got it right,,980836,0,0,1.411,0,I did not recognise the person,,61404,0,0,1.625,0,I got it right,,18617829,0,0,1.846,0,"I got it wrong, but the correct name was “on the tip of my tongue”",,25832,0,0,3.484,0,I did not recognise the person,,595,0,0,2.292,0,I got it right,,17837763,0,0,2.05,0,I did not recognise the person,,403293,0,0,1.927,0,I did not recognise the person,,104492,2.832,2.832,3.88,1,I got it right,,142056,0,0,2.564,0,I got it right,,23243880,0,0,2.415,0,"I recognised the person, but I could not remember their name",,198606,0,0,2.024,0,I did not recognise the person,,25169,0,0,1.992,0,I got it right,Doctoral or Professional degree,Please write your answer below:,17,Science and Technology,Netherlands,,No,,Prefer not to say,,,,4-5.5 hours,,1-2.5 glasses,No,Yes,,
2019-10-09 06:58:14,2019-10-09 07:13:03,IP Address,87.214.246.139,3,889,False,2019-10-09 11:13:08,R_A0ueqNJjP3nGUPD,,,,,,,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-10 12:20:58,2019-10-10 12:27:54,Survey Preview,,100,415,True,2019-10-10 12:27:54,R_1DUrbmCf6jhI7Q9,,,,,51.56719970703125,5.0930023193359375,preview,EN,Yes,TESTTESTTEST,,,,,,Freddie Mercury,42068,4.509,4.509,9.873,1,I got it right,,240390,1.909,1.909,2.472,1,I did not recognise the person,,149690,0,0,2.84,0,I did not recognise the person,Hayden Panatierre,509997,8.179,8.656,19.278,2,I got it right,Ronaldo,66164,1.338,1.338,2.857,1,I got it right,,145532,0,0,1.408,0,I did not recognise the person,,665823,0,0,79.012,0,I did not recognise the person,Ethan Hawke,164120,2.114,2.114,4.66,1,I got it right,,53736,0,0,2.651,0,"I recognised the person, but I could not remember their name",,5570621,0,0,10.6,0,I did not recognise the person,Sigourney Weaver,64965,2.401,2.401,6.437,1,I got it right,Emma Watson,149243,1.483,1.949,4.438,2,I got it right,Bob Dylan,4637590,1.16,1.16,5.017,1,I got it right,,418625,0,0,3.334,0,"I recognised the person, but I could not remember their name",Shakira,6479315,1.538,1.538,3.29,1,I got it right,Lady Gaga,17782843,0.841,1.214,3.668,2,I got it right,Lebron James,240940,2.74,2.74,5.951,1,I got it right,Andy Warhol,864,1.064,1.064,3.442,1,I got it right,,409842,1.884,1.884,4.738,1,I did not recognise the person,Jason Isaacs,416641,1.227,1.625,4.262,2,I got it right,Associate's and/or Bachelor's degree,Prefer not to say,,Science and Technology,,,Yes,up to 1 year,IM_b91AVV97H2Pr9m5,Quite poor,Good,Good,6-7.5 hours,Quite good,3+ glasses,No,No,,
